rule_id,run,generation_line,generation,relative_path,rule_index,categories,rule_text,classification_reason
01169,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\19\knowledgebase.txt,4,Self Preservation,"Eat bread until full if health <12 or just took damage, and all zombies/skeletons >5 blocks.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01170,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\19\knowledgebase.txt,5,Communication|Self Preservation,"If health <10 and teammates alive, message ""HP low!"" to teammates.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01171,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\19\knowledgebase.txt,6,Communication,"If teammate messages ""HP low!"", melee closest zombie or skeleton to protect.","explicit speaking, messaging, alerting, or communication/logging control"
01172,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\19\knowledgebase.txt,7,Communication|Self Preservation,"If 2+ zombies/skeletons <6 blocks, message ""Focus [closest ID]"" to teammates, attack that ID.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01173,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\19\knowledgebase.txt,8,Mutualism,"If receive ""Focus [ID]"", attack that ID if in melee or bow range.","explicit role, coverage, cooperation, or tactical task-splitting language"
01174,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\19\knowledgebase.txt,9,Spatial Coordination & Architecture|Self Preservation,"After killing wave and hp >10, move_to_coordinate x=0 z=0 to center and regroup.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01175,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,19,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\19\knowledgebase.txt,10,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: If hp >12 and closest zombie/skeleton 4-7 blocks, bow attack while moving away to kite.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01176,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\20\knowledgebase.txt,1,Self Preservation,Equip stone sword in hand and leather tunic to torso immediately upon pickup.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01177,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\20\knowledgebase.txt,2,Self Preservation,Melee attack closest zombie or skeleton if <=4.5 blocks.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01178,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\20\knowledgebase.txt,3,Self Preservation,"Bow attack closest zombie or skeleton if arrows >3, no zombies/skeletons <=3.5 blocks, and closest <=8 blocks.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01179,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\20\knowledgebase.txt,4,Self Preservation,"Eat bread until full if health <12 or just took damage, and all zombies/skeletons >5 blocks.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01180,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\20\knowledgebase.txt,5,Communication|Self Preservation,"If health <10 and teammates alive, message ""HP low!"" to teammates.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01181,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\20\knowledgebase.txt,6,Communication|Mutualism,"If teammate messages ""HP low!"", attack closest zombie or skeleton (melee if <=4.5 blocks, bow otherwise if in range).","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language"
01182,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\20\knowledgebase.txt,7,Communication|Mutualism|Self Preservation,"If 2+ zombies/skeletons <6 blocks, message ""Focus [closest ID]"" to teammates and attack that ID; if receive ""Focus [ID]"", prioritize attacking that ID in melee or bow range.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01183,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\20\knowledgebase.txt,8,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: If hp >12 and closest zombie/skeleton 4-7 blocks, bow attack while moving away to kite.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01184,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\20\knowledgebase.txt,9,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming,"Test: If arrows >10 and teammate ""HP low!"", bow mobs 4-8 blocks to cover them from range.","explicit role, coverage, cooperation, or tactical task-splitting language; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
01185,17 Real Run 6 - new knowledgebase prompt 2,generationLine1,20,17 Real Run 6 - new knowledgebase prompt 2\RunData\generationLine1\20\knowledgebase.txt,10,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: After no mobs <8 blocks and hp >12, hold position to test if staying spread improves vs grouping.","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01186,18 Real Run 7 - Kimi k26,generationLine1,2,18 Real Run 7 - Kimi k26\RunData\generationLine1\2\knowledgebase.txt,1,Spatial Coordination & Architecture|Self Preservation,Equip every piece of armor in your inventory the instant you spawn.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01187,18 Real Run 7 - Kimi k26,generationLine1,2,18 Real Run 7 - Kimi k26\RunData\generationLine1\2\knowledgebase.txt,2,,Hold the bow against lone targets or groups still beyond 5 blocks; switch to the stone sword when 2 or more hostiles are within 4 blocks.,
01188,18 Real Run 7 - Kimi k26,generationLine1,2,18 Real Run 7 - Kimi k26\RunData\generationLine1\2\knowledgebase.txt,3,,"In melee, always attack the hostile with the smallest distance first.",
01189,18 Real Run 7 - Kimi k26,generationLine1,2,18 Real Run 7 - Kimi k26\RunData\generationLine1\2\knowledgebase.txt,4,Self Preservation,Eat bread until full immediately after clearing a wave if your health is below 12; do not idle between waves while injured.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01190,18 Real Run 7 - Kimi k26,generationLine1,2,18 Real Run 7 - Kimi k26\RunData\generationLine1\2\knowledgebase.txt,5,Spatial Coordination & Architecture|Self Preservation,"Try moving 10-15 blocks away from a swarm when your health drops below 6, eat bread at a safe distance, and re-engage with the bow instead of fighting to the death in melee.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01191,18 Real Run 7 - Kimi k26,generationLine1,2,18 Real Run 7 - Kimi k26\RunData\generationLine1\2\knowledgebase.txt,6,Self Preservation,"If another agent is nearby, try keeping 5-8 blocks of space between you so hostiles split their attention; if the other agent dies, finish your current target and heal immediately because all nearby aggro will shift to you.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01192,18 Real Run 7 - Kimi k26,generationLine1,3,18 Real Run 7 - Kimi k26\RunData\generationLine1\3\knowledgebase.txt,1,Spatial Coordination & Architecture|Self Preservation,Equip all armor the instant you spawn.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01193,18 Real Run 7 - Kimi k26,generationLine1,3,18 Real Run 7 - Kimi k26\RunData\generationLine1\3\knowledgebase.txt,2,,"In melee, always attack the closest hostile first.",
01194,18 Real Run 7 - Kimi k26,generationLine1,3,18 Real Run 7 - Kimi k26\RunData\generationLine1\3\knowledgebase.txt,3,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test eating bread immediately after any wave where you lost health, even if your health is above 12, provided no hostiles are within 5 blocks. Never idle between waves with missing health.","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01195,18 Real Run 7 - Kimi k26,generationLine1,3,18 Real Run 7 - Kimi k26\RunData\generationLine1\3\knowledgebase.txt,4,Spatial Coordination & Architecture|Self Preservation,"Try retreating earlier: when health drops below 10, move 10-15 blocks away and eat bread during the retreat. Re-engage only after health is back above 12.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01196,18 Real Run 7 - Kimi k26,generationLine1,3,18 Real Run 7 - Kimi k26\RunData\generationLine1\3\knowledgebase.txt,5,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test sword-primary tactics: keep the stone sword equipped unless you are at full health and every visible hostile is beyond 10 blocks. If hostiles close to within 6 blocks while you hold the bow, switch back to sword immediately.","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01197,18 Real Run 7 - Kimi k26,generationLine1,3,18 Real Run 7 - Kimi k26\RunData\generationLine1\3\knowledgebase.txt,6,Spatial Coordination & Architecture|Self Preservation,"If another agent is nearby, stay 5-8 blocks apart so mobs split attention. If that agent dies, stop attacking and retreat at once; all nearby aggro will shift to you.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01198,18 Real Run 7 - Kimi k26,generationLine1,3,18 Real Run 7 - Kimi k26\RunData\generationLine1\3\knowledgebase.txt,7,Spatial Coordination & Architecture|Self Preservation,"When health falls below 4, issue eat_bread_until_full and move_to_coordinate together if you retreat; moving alone is often fatal at critical health.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01199,18 Real Run 7 - Kimi k26,generationLine1,4,18 Real Run 7 - Kimi k26\RunData\generationLine1\4\knowledgebase.txt,1,Spatial Coordination & Architecture|Self Preservation,Equip all armor and your stone sword the instant you spawn.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01200,18 Real Run 7 - Kimi k26,generationLine1,4,18 Real Run 7 - Kimi k26\RunData\generationLine1\4\knowledgebase.txt,2,Self Preservation,"Attack the closest hostile first, but if a teammate is already attacking it and another hostile is nearby, switch to the unengaged hostile so mobs split damage.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01201,18 Real Run 7 - Kimi k26,generationLine1,4,18 Real Run 7 - Kimi k26\RunData\generationLine1\4\knowledgebase.txt,3,Self Preservation,"Eat bread until full after any wave where you lost health, provided no hostiles are within 5 blocks. Do not eat if you are already full.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01202,18 Real Run 7 - Kimi k26,generationLine1,4,18 Real Run 7 - Kimi k26\RunData\generationLine1\4\knowledgebase.txt,4,Spatial Coordination & Architecture|Self Preservation,"When health drops below 10, retreat directly away from the nearest hostile while eating bread. Keep moving until health is above 12; avoid retreating to fixed map corners. Re-engage only after recovering.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01203,18 Real Run 7 - Kimi k26,generationLine1,4,18 Real Run 7 - Kimi k26\RunData\generationLine1\4\knowledgebase.txt,5,Self Preservation,"Keep your bow equipped only when every visible hostile is beyond 10 blocks and you are at full health. If any hostile closes to within 6 blocks while you hold the bow, switch to the sword immediately.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01204,18 Real Run 7 - Kimi k26,generationLine1,4,18 Real Run 7 - Kimi k26\RunData\generationLine1\4\knowledgebase.txt,6,Communication|Spatial Coordination & Architecture|Self Preservation,"If another agent is nearby, stay 5-8 blocks apart. Send one short message saying which hostile you are attacking so your teammate can pick a different target. If that agent dies, stop fighting and retreat at once.","explicit speaking, messaging, alerting, or communication/logging control; explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01205,18 Real Run 7 - Kimi k26,generationLine1,4,18 Real Run 7 - Kimi k26\RunData\generationLine1\4\knowledgebase.txt,7,Spatial Coordination & Architecture|Self Preservation,"When health falls below 5, stop attacking. Issue move_to_coordinate away from hostiles and eat_bread_until_full together, and repeat both until health is above 10 or hostiles stop following. Never idle at critical health.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01206,18 Real Run 7 - Kimi k26,generationLine1,4,18 Real Run 7 - Kimi k26\RunData\generationLine1\4\knowledgebase.txt,8,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test holding your ground when a hostile is within 3 blocks: kill the immediate attacker before you move or turn away, unless your health drops below 6 and you must retreat.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01207,18 Real Run 7 - Kimi k26,generationLine1,4,18 Real Run 7 - Kimi k26\RunData\generationLine1\4\knowledgebase.txt,9,Cultural Scientific Method - Testing & Meta-Gaming,"Test retreating sideways, perpendicular to the nearest hostile, when two or more hostiles are within 8 blocks instead of backing straight away.","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
01208,18 Real Run 7 - Kimi k26,generationLine1,5,18 Real Run 7 - Kimi k26\RunData\generationLine1\5\knowledgebase.txt,1,Spatial Coordination & Architecture|Self Preservation,Equip your leather tunic and stone sword the instant you spawn.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01209,18 Real Run 7 - Kimi k26,generationLine1,5,18 Real Run 7 - Kimi k26\RunData\generationLine1\5\knowledgebase.txt,2,Communication|Self Preservation,"Send one short message naming the hostile you are attacking before you strike. If your teammate already has that target, switch to the nearest unengaged hostile so mobs split their damage.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01210,18 Real Run 7 - Kimi k26,generationLine1,5,18 Real Run 7 - Kimi k26\RunData\generationLine1\5\knowledgebase.txt,3,Self Preservation,"After any fight where you lost health, eat bread until full as soon as no hostiles are within 5 blocks. Do not eat if you are already full.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01211,18 Real Run 7 - Kimi k26,generationLine1,5,18 Real Run 7 - Kimi k26\RunData\generationLine1\5\knowledgebase.txt,4,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Use the custom action `retreat_while_eating`: move toward open x,z coordinates while eating bread until hunger is full or bread runs out. Trigger it whenever your health drops below 10 and repeat until health is above 12 and hostiles have lost interest. Avoid fixed map corners and never idle while critical.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01212,18 Real Run 7 - Kimi k26,generationLine1,5,18 Real Run 7 - Kimi k26\RunData\generationLine1\5\knowledgebase.txt,5,Self Preservation,"If your teammate dies, disengage immediately and use `retreat_while_eating` to relocate to a safe area.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01213,18 Real Run 7 - Kimi k26,generationLine1,5,18 Real Run 7 - Kimi k26\RunData\generationLine1\5\knowledgebase.txt,6,Self Preservation,"When two or more hostiles are within 8 blocks, move perpendicular to the nearest threat instead of backing straight away. Only stand still to kill an attacker if it blocks your only escape path.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01214,18 Real Run 7 - Kimi k26,generationLine1,5,18 Real Run 7 - Kimi k26\RunData\generationLine1\5\knowledgebase.txt,7,Communication|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,Test sending one brief message when you begin retreating that states your health and direction so your teammate can avoid the same cluster.,"explicit speaking, messaging, alerting, or communication/logging control; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01215,18 Real Run 7 - Kimi k26,generationLine1,5,18 Real Run 7 - Kimi k26\RunData\generationLine1\5\knowledgebase.txt,8,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,Test retreating diagonally away from the densest group of hostiles instead of straight backward when three or more are within 6 blocks and your health is above 10.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01216,19 Real Run 8 - prompt adjustments,generationLine1,2,19 Real Run 8 - prompt adjustments\RunData\generationLine1\2\knowledgebase.txt,1,,Equip leather chestplate and stone sword immediately upon pickup; hold sword for melee readiness.,
01217,19 Real Run 8 - prompt adjustments,generationLine1,2,19 Real Run 8 - prompt adjustments\RunData\generationLine1\2\knowledgebase.txt,2,Self Preservation,"On threats <5 blocks: bow attack closest zombie first if arrows available, then melee the nearest; target one at a time to avoid spread damage.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01218,19 Real Run 8 - prompt adjustments,generationLine1,2,19 Real Run 8 - prompt adjustments\RunData\generationLine1\2\knowledgebase.txt,3,Self Preservation,Eat bread until full if health drops below 10; prioritize healing before engaging new waves.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01219,19 Real Run 8 - prompt adjustments,generationLine1,2,19 Real Run 8 - prompt adjustments\RunData\generationLine1\2\knowledgebase.txt,4,Communication|Self Preservation,"Send concise messages only for threats (e.g., ""Zombies X,Y at D blocks""), low health (<10), or target assignments (e.g., ""I take 23, you take 24""); receivers: teammate.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01220,19 Real Run 8 - prompt adjustments,generationLine1,2,19 Real Run 8 - prompt adjustments\RunData\generationLine1\2\knowledgebase.txt,5,Communication,"Stay within 5 blocks of teammate; after clearing wave, send ""Clear, monitoring"" and do nothing unless new threats.","explicit speaking, messaging, alerting, or communication/logging control"
01221,19 Real Run 8 - prompt adjustments,generationLine1,2,19 Real Run 8 - prompt adjustments\RunData\generationLine1\2\knowledgebase.txt,6,Communication|Mutualism,"Divide labor: nearest agent attacks closest zombie, communicate targets to coordinate (e.g., ""You 23, I 22"").","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language"
01222,19 Real Run 8 - prompt adjustments,generationLine1,2,19 Real Run 8 - prompt adjustments\RunData\generationLine1\2\knowledgebase.txt,7,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"When safe (no threats <10 blocks, health >10), test kiting: melee attack then move_to_coordinate 3 blocks away from enemy group before re-engaging.","explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01223,19 Real Run 8 - prompt adjustments,generationLine1,2,19 Real Run 8 - prompt adjustments\RunData\generationLine1\2\knowledgebase.txt,8,Communication|Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Experiment: If teammate health low via message, move_to their position to tank aggro while they heal.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01224,19 Real Run 8 - prompt adjustments,generationLine1,2,19 Real Run 8 - prompt adjustments\RunData\generationLine1\2\knowledgebase.txt,9,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"When idle post-wave, test bow-only on distant spawns (>5 blocks) to conserve melee health.","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01225,19 Real Run 8 - prompt adjustments,generationLine1,3,19 Real Run 8 - prompt adjustments\RunData\generationLine1\3\knowledgebase.txt,1,,Equip leather chestplate and stone sword immediately upon pickup; hold sword for melee readiness.,
01226,19 Real Run 8 - prompt adjustments,generationLine1,3,19 Real Run 8 - prompt adjustments\RunData\generationLine1\3\knowledgebase.txt,2,Self Preservation,"Threats <5 blocks: melee nearest first, one at a time; bow only >5 blocks away or on skeletons.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01227,19 Real Run 8 - prompt adjustments,generationLine1,3,19 Real Run 8 - prompt adjustments\RunData\generationLine1\3\knowledgebase.txt,3,Self Preservation,Health <10: eat bread until full as your only action that turn; heal before fighting.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01228,19 Real Run 8 - prompt adjustments,generationLine1,3,19 Real Run 8 - prompt adjustments\RunData\generationLine1\3\knowledgebase.txt,4,Communication|Self Preservation,"Send concise messages for threats (""Zombies X,Y at D blocks""), low health, or targets (""I take X, you Y""); receivers: teammate.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01229,19 Real Run 8 - prompt adjustments,generationLine1,3,19 Real Run 8 - prompt adjustments\RunData\generationLine1\3\knowledgebase.txt,5,Communication|Mutualism,"Divide labor: nearest attacks closest, announce targets to coordinate.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language"
01230,19 Real Run 8 - prompt adjustments,generationLine1,3,19 Real Run 8 - prompt adjustments\RunData\generationLine1\3\knowledgebase.txt,6,Communication,"After wave clear, send ""Clear, monitoring"" and scan for new threats; loosely stay near teammate.","explicit speaking, messaging, alerting, or communication/logging control"
01231,19 Real Run 8 - prompt adjustments,generationLine1,3,19 Real Run 8 - prompt adjustments\RunData\generationLine1\3\knowledgebase.txt,7,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"When safe (health >10, no threats <10 blocks), test kiting: melee hit then move_to 3 blocks back.","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01232,19 Real Run 8 - prompt adjustments,generationLine1,3,19 Real Run 8 - prompt adjustments\RunData\generationLine1\3\knowledgebase.txt,8,Communication|Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test teammate support: on low health message from teammate, move_to their position to tank.","explicit speaking, messaging, alerting, or communication/logging control; explicit role, coverage, cooperation, or tactical task-splitting language; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01233,19 Real Run 8 - prompt adjustments,generationLine1,3,19 Real Run 8 - prompt adjustments\RunData\generationLine1\3\knowledgebase.txt,9,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming,"Experiment: Assign roles post-equip (""I tank melee, you bow range""); try on next wave >2 mobs.","explicit role, coverage, cooperation, or tactical task-splitting language; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
01234,19 Real Run 8 - prompt adjustments,generationLine1,3,19 Real Run 8 - prompt adjustments\RunData\generationLine1\3\knowledgebase.txt,10,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming,Experiment: Test spread spacing 6-8 blocks apart when idle to intercept spawns from sides.,"explicit positioning, distance, retreat movement, pathing, or environment alteration; explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation"
01235,19 Real Run 8 - prompt adjustments,generationLine1,4,19 Real Run 8 - prompt adjustments\RunData\generationLine1\4\knowledgebase.txt,1,,Equip leather chestplate and stone sword immediately upon pickup; hold sword for melee readiness.,
01236,19 Real Run 8 - prompt adjustments,generationLine1,4,19 Real Run 8 - prompt adjustments\RunData\generationLine1\4\knowledgebase.txt,2,Self Preservation,"Threats <5 blocks: melee nearest first, one at a time, prioritize skeletons; bow only >5 blocks away or on skeletons.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01237,19 Real Run 8 - prompt adjustments,generationLine1,4,19 Real Run 8 - prompt adjustments\RunData\generationLine1\4\knowledgebase.txt,3,Self Preservation,Health <10: eat bread until full as your only action; no fighting or moving.,"explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01238,19 Real Run 8 - prompt adjustments,generationLine1,4,19 Real Run 8 - prompt adjustments\RunData\generationLine1\4\knowledgebase.txt,4,Communication|Self Preservation,"Send concise messages for threats (""Zombies X,Y at D blocks""), low health (""Health <10""), or targets (""I take X, you Y""); receivers: teammate.","explicit speaking, messaging, alerting, or communication/logging control; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01239,19 Real Run 8 - prompt adjustments,generationLine1,4,19 Real Run 8 - prompt adjustments\RunData\generationLine1\4\knowledgebase.txt,5,Communication|Altruism|Mutualism|Self Preservation,"Divide labor: nearest attacks closest threat, announce targets to coordinate; respond to teammate low health by moving to their position to tank.","explicit speaking, messaging, alerting, or communication/logging control; explicitly protects, covers, acknowledges, or aids a teammate/ally; explicit role, coverage, cooperation, or tactical task-splitting language; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01240,19 Real Run 8 - prompt adjustments,generationLine1,4,19 Real Run 8 - prompt adjustments\RunData\generationLine1\4\knowledgebase.txt,6,Communication,"After wave clear, send ""Clear, monitoring"" and scan; loosely stay near teammate.","explicit speaking, messaging, alerting, or communication/logging control"
01241,19 Real Run 8 - prompt adjustments,generationLine1,4,19 Real Run 8 - prompt adjustments\RunData\generationLine1\4\knowledgebase.txt,7,Self Preservation,"When safe (health >10, no threats <10 blocks), spread to 6-8 blocks apart when idle to cover spawns.","explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01242,19 Real Run 8 - prompt adjustments,generationLine1,4,19 Real Run 8 - prompt adjustments\RunData\generationLine1\4\knowledgebase.txt,8,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test kiting safely: after melee hit on threat >3 blocks, move_to 3 blocks back to draw more.","explicit testing, custom action/meta-tooling, failure recovery, or mechanics/pathing exploitation; explicit individual health, escape, healing, safety, defensive gear, or risk-avoidance language"
01243,19 Real Run 8 - prompt adjustments,generationLine1,5,19 Real Run 8 - prompt adjustments\RunData\generationLine1\5\knowledgebase.txt,1,,Equip leather chestplate and stone sword immediately upon pickup; hold sword unless bow active.,
